graph_group,graph_id,weighted_alg,n_nodes,n_edges,weighted,directed,time,path_centrality,path_length,path_nodes_traversed,path,diam_centrality,diam,diam_nodes_traversed,diam_path
10000-ws-10,ws_10000_4_10_21,False,10000,20000,False,False,1710.095121,50,19,20,"[2526, 6948, 4461, 4462, 9667, 9666, 9266, 9295, 9293, 3954, 3956, 3958, 5253, 5254, 7410, 7412, 7413, 2659, 2661, 8184]",41,25,26,"[8602, 8601, 8600, 2712, 2711, 868, 867, 865, 3480, 3478, 7383, 2269, 2268, 2266, 4192, 4190, 4188, 4187, 9222, 9221, 9219, 9217, 9215, 9213, 9211, 9209]"
10000-ws-10,ws_10000_4_10_22,False,10000,20000,False,False,1718.165282,49,19,20,"[360, 358, 6754, 6752, 6411, 6409, 6410, 6429, 6431, 6432, 493, 494, 496, 9616, 1268, 8639, 8641, 700, 698, 696]",48,24,25,"[1948, 1946, 1945, 4037, 4039, 4041, 5013, 5011, 2799, 2797, 2795, 5179, 5181, 5183, 7352, 7350, 7348, 1616, 1618, 1620, 3701, 3699, 3697, 3695, 3693]"
10000-ws-10,ws_10000_4_10_23,False,10000,20000,False,False,1714.053021,52,19,20,"[1319, 1321, 1323, 1325, 1327, 1329, 849, 851, 7434, 7432, 3749, 3750, 7123, 7125, 7127, 3398, 9142, 4364, 5229, 5231]",44,23,24,"[891, 889, 887, 886, 885, 743, 4316, 4314, 565, 567, 569, 571, 3269, 3270, 8284, 8282, 8280, 6388, 7139, 7141, 7143, 7145, 7147, 7149]"
10000-ws-10,ws_10000_4_10_24,False,10000,20000,False,False,1686.647925,51,21,22,"[922, 924, 926, 928, 930, 932, 8920, 6214, 6212, 4958, 4960, 2741, 2743, 2744, 9511, 9512, 4454, 4456, 6971, 5146, 5313, 5315]",42,26,27,"[2663, 2661, 2659, 2657, 2655, 2653, 9464, 9465, 1030, 1028, 1027, 1025, 1024, 3119, 3118, 3954, 3956, 3958, 3960, 6763, 6764, 6766, 6768, 6770, 6772, 6774, 6776]"
10000-ws-10,ws_10000_4_10_25,False,10000,20000,False,False,1669.548457,52,19,20,"[4768, 4770, 4772, 4774, 4776, 7775, 7774, 7795, 7419, 9467, 7620, 7618, 5334, 5533, 7710, 4589, 5768, 5767, 5730, 5732]",47,23,24,"[7311, 7309, 7307, 7305, 7303, 7301, 7299, 7297, 2540, 2541, 5234, 5236, 3705, 3704, 6745, 563, 565, 2492, 2494, 2496, 9399, 9397, 9395, 9393]"
10000-ws-10,ws_10000_4_10_26,False,10000,20000,False,False,1768.680045,51,20,21,"[5181, 5179, 5177, 5175, 7754, 7756, 101, 8811, 1046, 1044, 8949, 8950, 8951, 9999, 1, 5902, 5904, 4083, 4081, 6898, 6900]",44,26,27,"[531, 529, 527, 526, 4384, 4382, 4380, 9405, 8844, 329, 331, 333, 334, 336, 338, 4245, 6794, 6793, 5656, 5654, 5652, 5650, 5648, 5646, 5644, 5642, 5640]"
10000-ws-10,ws_10000_4_10_27,False,10000,20000,False,False,1741.605733,52,20,21,"[839, 841, 9788, 9255, 763, 765, 767, 7725, 7723, 811, 809, 8138, 8064, 8062, 6496, 4054, 4056, 4058, 2849, 2851, 2853]",40,25,26,"[6575, 6577, 6579, 6581, 6583, 6585, 6586, 6588, 4678, 4676, 4677, 5483, 5482, 5480, 8017, 8016, 8014, 9428, 1481, 6695, 7638, 7636, 7634, 7632, 7630, 7628]"
10000-ws-10,ws_10000_4_10_28,False,10000,20000,False,False,1699.307368,51,22,23,"[4605, 4607, 4609, 4611, 4613, 8426, 8428, 8429, 1522, 1520, 9802, 9801, 9803, 1771, 1770, 130, 6641, 5424, 5426, 5428, 5430, 7886, 7888]",45,24,25,"[4603, 4605, 4607, 4609, 4611, 4613, 8426, 8428, 8429, 1522, 1520, 9802, 9801, 9803, 7268, 7266, 1921, 8624, 8622, 4811, 4812, 4813, 4815, 4817, 4819]"
10000-ws-10,ws_10000_4_10_29,False,10000,20000,False,False,1732.023229,50,17,18,"[6797, 6725, 6727, 6729, 8941, 9923, 9924, 6810, 6812, 5503, 6944, 6946, 9822, 2596, 599, 601, 9061, 9063]",48,23,24,"[3387, 3389, 3391, 3393, 3395, 3397, 5845, 2642, 2644, 4404, 2944, 2943, 2945, 3901, 3899, 9883, 6223, 6941, 6939, 6572, 6570, 6568, 6566, 6564]"
10000-ws-10,ws_10000_4_10_3,False,10000,20000,False,False,1751.018099,51,20,21,"[5432, 8332, 8330, 8480, 8479, 84, 7811, 7809, 4226, 827, 828, 6528, 6526, 8084, 8518, 7276, 7277, 7279, 7012, 7013, 7015]",47,24,25,"[1389, 1387, 1385, 1383, 1381, 1379, 1378, 1376, 1375, 7588, 7589, 8227, 3954, 3953, 3951, 8405, 8404, 2316, 2315, 2314, 7643, 7641, 7639, 7637, 7635]"
10000-ws-10,ws_10000_4_10_4,False,10000,20000,False,False,1671.915736,50,18,19,"[8189, 8187, 8185, 8183, 8939, 8941, 8943, 6196, 7383, 3529, 8706, 8707, 8709, 9630, 9628, 4271, 4273, 9225, 9227]",48,22,23,"[482, 480, 478, 4672, 4673, 2343, 3763, 3761, 3759, 3757, 4210, 4211, 1828, 2550, 2552, 1906, 1904, 5305, 5306, 5307, 5309, 5311, 5313]"
10000-ws-10,ws_10000_4_10_5,False,10000,20000,False,False,1686.697396,49,18,19,"[7365, 2092, 2090, 2089, 2087, 2085, 4105, 3810, 8244, 8245, 3762, 3763, 3134, 987, 985, 983, 981, 4318, 4320]",43,24,25,"[3263, 3265, 3267, 1020, 1803, 5188, 5190, 5191, 5192, 5194, 5196, 1594, 1592, 1591, 1590, 7649, 7647, 7645, 7643, 7641, 7639, 7637, 7635, 7633, 7632]"
10000-ws-10,ws_10000_4_10_6,False,10000,20000,False,False,1753.406193,49,16,17,"[7665, 7663, 700, 4828, 4830, 758, 2080, 2079, 472, 2824, 2943, 2944, 8420, 3457, 5246, 8998, 8999]",46,23,24,"[2801, 2799, 2797, 2795, 2794, 7916, 7918, 7920, 9889, 5663, 8762, 8760, 773, 774, 7624, 7625, 66, 67, 3206, 6027, 6028, 6030, 6032, 6034]"
10000-ws-10,ws_10000_4_10_7,False,10000,20000,False,False,1752.630021,52,18,19,"[1239, 1237, 1236, 4046, 6664, 6666, 6668, 2987, 314, 6395, 6396, 7799, 1036, 3164, 3165, 6326, 5136, 5138, 5140]",49,27,28,"[2288, 2286, 2284, 2282, 2281, 2279, 2277, 2275, 2274, 4873, 4874, 4876, 585, 3998, 3997, 3999, 247, 246, 9247, 9245, 9244, 9242, 9240, 9238, 9236, 9234, 9232, 9230]"
10000-ws-10,ws_10000_4_10_8,False,10000,20000,False,False,1725.85753,51,19,20,"[818, 820, 9211, 9209, 9208, 701, 699, 5054, 1108, 1110, 6832, 7366, 2740, 2742, 2743, 125, 123, 2822, 2824, 2826]",42,24,25,"[3639, 3637, 3635, 3633, 3631, 3629, 3627, 3626, 102, 104, 9355, 9357, 1151, 1150, 1148, 1146, 6203, 6205, 6206, 5311, 9052, 9050, 9048, 9046, 9044]"
10000-ws-10,ws_10000_4_10_9,False,10000,20000,False,False,1700.863331,51,21,22,"[137, 135, 4849, 4851, 4853, 7795, 6289, 6290, 3952, 3950, 4970, 6581, 6579, 1260, 8769, 8768, 8766, 6997, 6995, 6993, 6991, 6989]",48,26,27,"[2236, 2234, 2232, 2230, 2228, 2226, 2224, 3811, 3810, 3808, 3806, 9929, 9927, 9926, 2601, 1312, 9338, 9340, 9342, 9343, 9345, 4896, 4898, 4900, 4902, 4904, 4906]"
10000-ws-20,ws_10000_4_20_0,False,10000,20000,False,False,1718.547954,47,13,14,"[8156, 1956, 3133, 6912, 403, 832, 8183, 8185, 7381, 7966, 7965, 9094, 9092, 9090]",42,17,18,"[7592, 7594, 7596, 7598, 7599, 5388, 993, 7925, 7927, 7929, 1123, 1121, 5313, 8341, 8912, 8910, 8908, 8906]"
10000-ws-20,ws_10000_4_20_1,False,10000,20000,False,False,1720.09662,49,14,15,"[5040, 1558, 7939, 7938, 8422, 2413, 2411, 568, 2123, 5883, 9754, 6335, 4847, 4328, 4326]",40,16,17,"[1597, 1598, 1600, 9819, 5949, 6718, 6716, 3755, 2979, 2981, 2980, 9466, 9467, 9469, 7144, 7142, 7140]"
10000-ws-20,ws_10000_4_20_10,False,10000,20000,False,False,1730.156049,48,13,14,"[1734, 7752, 7516, 9730, 7202, 7204, 5431, 8251, 8249, 5945, 3068, 3066, 9690, 9692]",42,17,18,"[7224, 7222, 7220, 7219, 6322, 6903, 6901, 4351, 4350, 5431, 8251, 5971, 5972, 6242, 5201, 9750, 9748, 9746]"
10000-ws-20,ws_10000_4_20_11,False,10000,20000,False,False,1717.926245,47,14,15,"[447, 445, 8438, 8439, 2779, 1558, 1574, 1266, 1268, 3172, 3174, 7790, 7792, 7794, 3301]",36,17,18,"[4814, 4816, 4818, 4820, 4822, 1389, 6247, 6245, 3135, 3133, 5663, 5661, 1446, 1445, 8262, 8080, 8078, 8077]"
10000-ws-20,ws_10000_4_20_12,False,10000,20000,False,False,1730.104681,47,13,14,"[9295, 9293, 9291, 9289, 1143, 1166, 1167, 1152, 3578, 4637, 4635, 7600, 9434, 9432]",37,18,19,"[260, 262, 264, 2383, 2385, 2386, 5694, 5695, 5356, 5357, 3600, 3601, 3646, 8893, 3275, 3273, 3271, 3270, 8925]"
10000-ws-20,ws_10000_4_20_13,False,10000,20000,False,False,1704.340088,46,13,14,"[421, 4716, 8877, 6255, 1345, 366, 3351, 5893, 5891, 5889, 2793, 9578, 9580, 4237]",41,17,18,"[2374, 2376, 2378, 2380, 2382, 3439, 3440, 953, 952, 6828, 5814, 2888, 2889, 3986, 2267, 7093, 7092, 7094]"
10000-ws-20,ws_10000_4_20_14,False,10000,20000,False,False,1708.594189,45,13,14,"[1026, 1028, 3109, 3381, 3383, 3670, 3668, 3666, 4297, 4299, 9005, 9003, 9001, 1097]",41,17,18,"[3228, 3226, 3225, 8775, 8773, 1547, 6058, 6059, 5991, 7390, 1898, 1897, 1896, 1894, 5499, 5498, 5496, 5494]"
10000-ws-20,ws_10000_4_20_15,False,10000,20000,False,False,1711.655632,46,12,13,"[793, 4385, 7588, 7589, 7591, 5112, 2143, 2144, 632, 7424, 9511, 8392, 8390]",39,17,18,"[1888, 1887, 264, 265, 7820, 7819, 4223, 1549, 1551, 1552, 2841, 2839, 2837, 2835, 2833, 2831, 2829, 2827]"
10000-ws-20,ws_10000_4_20_16,False,10000,20000,False,False,1716.128455,48,13,14,"[455, 457, 993, 995, 5875, 5508, 8558, 9252, 6295, 6293, 7283, 6770, 9961, 1779]",39,19,20,"[7463, 7461, 7459, 7457, 7455, 1744, 1743, 2239, 2241, 2242, 5141, 8604, 8602, 9171, 4451, 8003, 8001, 7999, 7997, 7996]"
10000-ws-20,ws_10000_4_20_17,False,10000,20000,False,False,1703.274236,47,13,14,"[8185, 8183, 1950, 9905, 9906, 1282, 1281, 6808, 9666, 4985, 4987, 4988, 1920, 9747]",44,17,18,"[3667, 3669, 3670, 6815, 4588, 4587, 4585, 1273, 9018, 6455, 6457, 6458, 2142, 174, 5415, 5413, 5411, 5409]"
10000-ws-20,ws_10000_4_20_18,False,10000,20000,False,False,1729.604265,48,13,14,"[7705, 259, 7324, 7326, 5949, 4060, 4062, 5289, 5545, 6164, 3685, 4586, 5379, 5381]",38,19,20,"[6353, 6354, 6356, 6358, 6187, 2862, 244, 243, 4777, 846, 3064, 3062, 3061, 4070, 4068, 8478, 8476, 8474, 8472, 8470]"
10000-ws-20,ws_10000_4_20_19,False,10000,20000,False,False,1647.743225,46,14,15,"[6170, 852, 9988, 3618, 3620, 3622, 8487, 1249, 1250, 9816, 9814, 6281, 9852, 9853, 6926]",37,17,18,"[535, 536, 534, 8187, 2619, 2618, 2616, 7816, 7817, 7818, 1358, 2291, 2290, 3254, 3255, 3257, 3259, 3261]"
10000-ws-20,ws_10000_4_20_2,False,10000,20000,False,False,1733.552383,50,13,14,"[2348, 2347, 7704, 1987, 4355, 2092, 7402, 1835, 4912, 7304, 3243, 835, 3166, 3168]",40,18,19,"[3251, 3249, 3248, 3246, 3245, 3243, 7304, 2194, 2196, 2198, 7447, 7449, 9588, 6177, 6175, 2270, 4462, 4460, 4459]"
10000-ws-20,ws_10000_4_20_20,False,10000,20000,False,False,1712.514784,48,14,15,"[287, 1482, 848, 850, 3129, 3127, 119, 3964, 3966, 1298, 729, 730, 731, 7630, 7632]",43,19,20,"[6175, 6177, 6869, 6867, 6865, 6864, 6862, 3960, 7160, 3784, 3922, 3924, 6640, 6642, 6644, 6506, 6504, 6502, 6500, 6498]"
10000-ws-20,ws_10000_4_20_21,False,10000,20000,False,False,1718.124042,49,14,15,"[2531, 2533, 7029, 1708, 3710, 3711, 826, 825, 3792, 161, 163, 1984, 695, 8462, 7983]",41,20,21,"[7224, 7226, 7228, 7230, 7232, 7234, 291, 9802, 4986, 6943, 6944, 6094, 7581, 3749, 3532, 3530, 3528, 3526, 7945, 7944, 7942]"
10000-ws-20,ws_10000_4_20_22,False,10000,20000,False,False,1715.453511,47,12,13,"[1679, 630, 491, 493, 1174, 1175, 9712, 2468, 8878, 3268, 9218, 1063, 1297]",42,17,18,"[152, 154, 156, 157, 9404, 9406, 9405, 4937, 4939, 4940, 4942, 9299, 9297, 3881, 3879, 6370, 6368, 6366]"
10000-ws-20,ws_10000_4_20_23,False,10000,20000,False,False,1714.773934,47,13,14,"[2943, 6062, 6064, 6066, 1075, 9413, 9414, 9547, 9545, 9544, 3398, 498, 8090, 7746]",38,17,18,"[3735, 3737, 3739, 3740, 3742, 3744, 6383, 4197, 4195, 6500, 660, 7569, 1238, 8506, 5953, 5954, 4353, 4354]"
10000-ws-20,ws_10000_4_20_24,False,10000,20000,False,False,1725.657193,47,14,15,"[3555, 3553, 3552, 3449, 9782, 1280, 4967, 4888, 234, 236, 6101, 8711, 9306, 9305, 5925]",40,17,18,"[4985, 4983, 4981, 5705, 5704, 7577, 8322, 8320, 8321, 1338, 1336, 9491, 9493, 2222, 2223, 8663, 8661, 8659]"
10000-ws-20,ws_10000_4_20_25,False,10000,20000,False,False,1651.422848,47,13,14,"[9753, 9754, 9694, 9692, 5334, 7041, 7040, 6931, 1371, 6763, 6762, 9972, 7664, 7662]",33,18,19,"[1904, 1905, 1907, 1909, 1911, 5607, 5605, 6405, 6403, 6401, 6400, 6398, 4035, 5295, 5293, 5291, 8625, 8623, 8622]"
10000-ws-20,ws_10000_4_20_26,False,10000,20000,False,False,1650.651216,46,13,14,"[305, 307, 1401, 1288, 1290, 4282, 3519, 3521, 2851, 2849, 4783, 9072, 905, 907]",42,17,18,"[1983, 1985, 1987, 1989, 1991, 2912, 6859, 6858, 5139, 931, 6168, 6170, 9636, 8030, 8028, 8026, 8024, 8022]"
10000-ws-20,ws_10000_4_20_27,False,10000,20000,False,False,1652.662453,47,12,13,"[6248, 6246, 6244, 2891, 9165, 9166, 4203, 8026, 8537, 8539, 8541, 5821, 5440]",40,19,20,"[1143, 1145, 1147, 1149, 1151, 5604, 5605, 2245, 2247, 2246, 3039, 3037, 3036, 5652, 3178, 3177, 7744, 7743, 7174, 7172]"
10000-ws-20,ws_10000_4_20_28,False,10000,20000,False,False,1724.000619,47,12,13,"[7129, 7127, 7899, 7901, 4878, 4876, 5237, 5235, 490, 4451, 4453, 9147, 6400]",41,18,19,"[6191, 6189, 6187, 9586, 1274, 1275, 2662, 2661, 2659, 5668, 4734, 4735, 2928, 5178, 5179, 9476, 9475, 9477, 9478]"
10000-ws-20,ws_10000_4_20_29,False,10000,20000,False,False,1705.84579,47,14,15,"[706, 5884, 5886, 149, 151, 1652, 7196, 557, 556, 9857, 9859, 9640, 9642, 6480, 6478]",41,17,18,"[1018, 1020, 1022, 1024, 1026, 1028, 1329, 1860, 1858, 7084, 2303, 2305, 9115, 9116, 5937, 5935, 7677, 7675]"
10000-ws-20,ws_10000_4_20_3,False,10000,20000,False,False,1709.623288,47,15,16,"[734, 733, 731, 8390, 9398, 2734, 2735, 1936, 5098, 5099, 1343, 1345, 3966, 3965, 9462, 9460]",36,17,18,"[2057, 2059, 2061, 2063, 2065, 8567, 4765, 4764, 5436, 8989, 8987, 9237, 9238, 9053, 9564, 7901, 7899, 7898]"
10000-ws-20,ws_10000_4_20_4,False,10000,20000,False,False,1715.183144,48,14,15,"[4727, 4729, 1614, 1612, 1101, 2769, 3919, 6669, 8048, 1659, 8017, 5618, 9479, 9480, 9482]",38,18,19,"[3027, 3025, 3024, 5283, 5285, 1094, 1092, 1091, 9678, 9679, 6426, 1488, 2239, 2238, 2236, 2235, 6519, 6517, 6516]"
10000-ws-20,ws_10000_4_20_5,False,10000,20000,False,False,1737.934131,46,12,13,"[669, 455, 2180, 9909, 8594, 2802, 482, 483, 58, 60, 1582, 9295, 9293]",42,17,18,"[4501, 4503, 4505, 4507, 4509, 6394, 5101, 5102, 186, 5416, 8926, 5, 6, 84, 82, 5790, 5788, 5786]"
10000-ws-20,ws_10000_4_20_6,False,10000,20000,False,False,1694.916309,46,13,14,"[1958, 486, 6762, 6760, 6758, 2679, 2678, 1550, 5822, 1186, 1187, 6402, 6404, 6406]",41,16,17,"[1807, 1808, 4539, 4537, 1598, 1597, 1595, 7332, 6762, 799, 797, 1715, 1716, 9130, 5680, 5682, 5681]"
10000-ws-20,ws_10000_4_20_7,False,10000,20000,False,False,1725.732823,46,13,14,"[5464, 94, 96, 5812, 9467, 9469, 2922, 2920, 143, 242, 243, 8243, 5290, 8756]",46,18,19,"[6541, 6543, 6545, 6547, 6058, 6060, 6062, 6064, 1392, 1390, 9620, 9622, 5892, 6741, 7167, 7168, 9121, 9123, 9125]"
10000-ws-20,ws_10000_4_20_8,False,10000,20000,False,False,1648.77317,47,16,17,"[945, 947, 949, 951, 2807, 5453, 5454, 3973, 3971, 2411, 2413, 5521, 6253, 5141, 3642, 3640, 3638]",47,16,17,"[945, 947, 949, 951, 2807, 5453, 5454, 3973, 3971, 2411, 2413, 5521, 6253, 5141, 3642, 3640, 3638]"
10000-ws-20,ws_10000_4_20_9,False,10000,20000,False,False,1645.576786,46,13,14,"[7136, 9653, 1065, 9229, 1249, 8457, 8455, 3300, 5566, 5567, 5569, 7766, 7768, 7770]",38,17,18,"[89, 87, 85, 84, 82, 80, 81, 3690, 3691, 1413, 9069, 4139, 4141, 4142, 2348, 2350, 2352, 2353]"
500-barabasi_albert,barabasi_albert_500_0,False,500,996,False,False,2.360897506,145,5,6,"[47, 0, 2, 6, 9, 130]",125,7,8,"[434, 22, 7, 2, 100, 51, 271, 463]"
500-barabasi_albert,barabasi_albert_500_1,False,500,996,False,False,2.350965732,136,5,6,"[138, 12, 3, 1, 16, 217]",131,7,8,"[326, 201, 25, 9, 1, 16, 217, 483]"
500-barabasi_albert,barabasi_albert_500_10,False,500,996,False,False,2.411081403,147,4,5,"[8, 0, 2, 6, 51]",127,7,8,"[370, 84, 12, 2, 0, 18, 192, 306]"
500-barabasi_albert,barabasi_albert_500_11,False,500,996,False,False,2.322161881,132,4,5,"[18, 3, 1, 20, 24]",110,7,8,"[464, 147, 14, 1, 3, 22, 182, 462]"
500-barabasi_albert,barabasi_albert_500_12,False,500,996,False,False,2.178047253,126,5,6,"[19, 7, 1, 11, 22, 329]",117,7,8,"[238, 95, 11, 1, 7, 19, 168, 217]"
500-barabasi_albert,barabasi_albert_500_13,False,500,996,False,False,2.349547624,149,4,5,"[74, 0, 2, 1, 13]",125,7,8,"[491, 49, 6, 2, 0, 26, 245, 246]"
500-barabasi_albert,barabasi_albert_500_14,False,500,996,False,False,2.260831828,136,5,6,"[99, 0, 3, 1, 44, 133]",115,7,8,"[402, 112, 97, 0, 3, 52, 131, 361]"
500-barabasi_albert,barabasi_albert_500_15,False,500,996,False,False,2.364880604,140,5,6,"[195, 1, 2, 0, 34, 78]",134,7,8,"[351, 67, 1, 2, 0, 17, 416, 496]"
500-barabasi_albert,barabasi_albert_500_16,False,500,996,False,False,2.221051973,125,5,6,"[58, 2, 0, 8, 17, 143]",124,7,8,"[478, 58, 2, 0, 8, 17, 307, 364]"
500-barabasi_albert,barabasi_albert_500_17,False,500,996,False,False,2.170173284,109,5,6,"[63, 13, 4, 6, 16, 191]",77,7,8,"[329, 249, 7, 6, 16, 191, 429, 441]"
500-barabasi_albert,barabasi_albert_500_18,False,500,996,False,False,2.245726537,146,4,5,"[30, 0, 2, 11, 44]",129,7,8,"[486, 99, 3, 2, 11, 28, 235, 336]"
500-barabasi_albert,barabasi_albert_500_19,False,500,996,False,False,2.401989467,157,5,6,"[118, 16, 2, 1, 184, 123]",144,7,8,"[497, 148, 1, 2, 16, 267, 436, 466]"
500-barabasi_albert,barabasi_albert_500_2,False,500,996,False,False,2.429897661,159,4,5,"[148, 3, 26, 5, 16]",154,7,8,"[383, 221, 3, 26, 5, 85, 259, 456]"
500-barabasi_albert,barabasi_albert_500_20,False,500,996,False,False,2.446829674,165,5,6,"[70, 3, 4, 5, 105, 152]",142,7,8,"[392, 39, 15, 5, 4, 127, 293, 468]"
500-barabasi_albert,barabasi_albert_500_21,False,500,996,False,False,2.464290045,159,5,6,"[72, 7, 2, 0, 22, 93]",148,7,8,"[259, 150, 455, 4, 2, 27, 145, 447]"
500-barabasi_albert,barabasi_albert_500_22,False,500,996,False,False,2.360279374,148,5,6,"[116, 6, 5, 2, 20, 111]",142,7,8,"[354, 111, 20, 2, 5, 6, 283, 346]"
500-barabasi_albert,barabasi_albert_500_23,False,500,996,False,False,2.31627818,129,4,5,"[9, 4, 6, 3, 111]",111,7,8,"[229, 21, 6, 3, 288, 233, 344, 395]"
500-barabasi_albert,barabasi_albert_500_24,False,500,996,False,False,2.208966772,118,4,5,"[14, 3, 2, 5, 181]",115,7,8,"[442, 127, 8, 5, 181, 17, 79, 285]"
500-barabasi_albert,barabasi_albert_500_25,False,500,996,False,False,2.253777348,132,5,6,"[127, 3, 0, 4, 31, 242]",105,7,8,"[389, 382, 6, 5, 3, 22, 253, 476]"
500-barabasi_albert,barabasi_albert_500_26,False,500,996,False,False,2.278273817,130,5,6,"[130, 20, 5, 1, 33, 174]",124,7,8,"[254, 145, 38, 5, 2, 7, 225, 276]"
500-barabasi_albert,barabasi_albert_500_27,False,500,996,False,False,2.22986704,122,5,6,"[69, 7, 6, 4, 36, 182]",102,7,8,"[335, 94, 0, 2, 4, 64, 337, 402]"
500-barabasi_albert,barabasi_albert_500_28,False,500,996,False,False,2.330047547,152,5,6,"[25, 2, 1, 4, 6, 103]",104,7,8,"[453, 119, 73, 5, 1, 14, 427, 434]"
500-barabasi_albert,barabasi_albert_500_29,False,500,996,False,False,2.315727054,127,4,5,"[81, 3, 2, 10, 140]",95,8,9,"[445, 393, 110, 3, 16, 23, 62, 457, 483]"
500-barabasi_albert,barabasi_albert_500_3,False,500,996,False,False,2.329515934,142,6,7,"[319, 7, 3, 4, 57, 133, 253]",94,7,8,"[486, 255, 47, 11, 2, 94, 109, 209]"
500-barabasi_albert,barabasi_albert_500_4,False,500,996,False,False,2.291555185,127,5,6,"[215, 7, 2, 1, 14, 91]",125,7,8,"[405, 346, 14, 1, 2, 7, 457, 490]"
500-barabasi_albert,barabasi_albert_500_5,False,500,996,False,False,2.266657754,129,4,5,"[48, 3, 1, 7, 27]",108,7,8,"[386, 32, 27, 7, 1, 16, 179, 358]"
500-barabasi_albert,barabasi_albert_500_6,False,500,996,False,False,2.276433268,140,5,6,"[101, 4, 2, 7, 14, 148]",123,7,8,"[444, 243, 12, 7, 2, 6, 215, 435]"
500-barabasi_albert,barabasi_albert_500_7,False,500,996,False,False,2.275421928,140,4,5,"[10, 0, 2, 7, 331]",118,7,8,"[477, 29, 0, 2, 30, 37, 217, 240]"
500-barabasi_albert,barabasi_albert_500_8,False,500,996,False,False,2.27642446,133,4,5,"[12, 5, 1, 4, 38]",95,7,8,"[156, 72, 5, 1, 35, 49, 300, 430]"
500-barabasi_albert,barabasi_albert_500_9,False,500,996,False,False,2.354811531,150,5,6,"[38, 0, 3, 11, 67, 97]",140,7,8,"[202, 138, 68, 0, 3, 22, 221, 334]"
500-ws-10,ws_500_4_10_0,False,500,1000,False,False,2.064296492,35,12,13,"[442, 440, 493, 226, 225, 201, 203, 413, 412, 130, 132, 177, 179]",28,16,17,"[293, 292, 290, 291, 21, 23, 25, 27, 28, 211, 430, 429, 427, 426, 424, 422, 420]"
500-ws-10,ws_500_4_10_1,False,500,1000,False,False,2.060458543,33,12,13,"[117, 55, 56, 345, 344, 250, 248, 397, 399, 225, 234, 232, 230]",31,15,16,"[290, 291, 293, 295, 297, 48, 55, 117, 118, 120, 473, 472, 480, 482, 484, 486]"
500-ws-10,ws_500_4_10_10,False,500,1000,False,False,2.070392501,33,12,13,"[194, 229, 228, 43, 45, 488, 396, 397, 337, 339, 153, 454, 456]",29,16,17,"[237, 235, 233, 232, 230, 229, 228, 43, 45, 488, 396, 398, 400, 401, 403, 405, 407]"
500-ws-10,ws_500_4_10_11,False,500,1000,False,False,2.048886405,33,12,13,"[65, 448, 449, 178, 176, 161, 163, 258, 285, 17, 16, 213, 314]",30,17,18,"[149, 151, 153, 155, 157, 159, 161, 163, 258, 285, 17, 16, 213, 212, 214, 215, 217, 219]"
500-ws-10,ws_500_4_10_12,False,500,1000,False,False,2.094082638,33,12,13,"[314, 94, 92, 288, 286, 363, 362, 119, 215, 217, 193, 194, 196]",32,16,17,"[47, 49, 51, 52, 398, 315, 313, 314, 94, 92, 90, 237, 239, 380, 378, 376, 374]"
500-ws-10,ws_500_4_10_13,False,500,1000,False,False,2.068542002,34,15,16,"[262, 260, 258, 257, 13, 278, 279, 181, 179, 296, 294, 193, 336, 337, 339, 341]",31,17,18,"[91, 93, 95, 97, 99, 333, 334, 336, 193, 294, 292, 290, 288, 121, 123, 124, 126, 128]"
500-ws-10,ws_500_4_10_14,False,500,1000,False,False,2.101600716,37,14,15,"[173, 175, 393, 476, 478, 480, 434, 436, 7, 274, 275, 371, 3, 334, 332]",31,16,17,"[123, 121, 119, 120, 422, 213, 345, 344, 57, 357, 358, 360, 362, 382, 383, 385, 387]"
500-ws-10,ws_500_4_10_15,False,500,1000,False,False,2.084094793,34,12,13,"[182, 33, 491, 489, 20, 162, 163, 168, 338, 339, 340, 469, 471]",34,14,15,"[308, 310, 312, 314, 315, 489, 20, 162, 163, 168, 338, 339, 340, 469, 471]"
500-ws-10,ws_500_4_10_16,False,500,1000,False,False,2.03259408,32,13,14,"[72, 74, 54, 56, 437, 183, 154, 156, 158, 234, 317, 247, 245, 243]",26,14,15,"[235, 236, 321, 320, 318, 317, 247, 248, 131, 129, 127, 125, 294, 293, 291]"
500-ws-10,ws_500_4_10_17,False,500,1000,False,False,2.053635698,33,13,14,"[486, 257, 255, 253, 251, 249, 387, 389, 87, 242, 196, 195, 194, 215]",30,14,15,"[107, 109, 111, 70, 226, 455, 453, 451, 449, 447, 186, 185, 183, 296, 294]"
500-ws-10,ws_500_4_10_18,False,500,1000,False,False,2.062589793,36,15,16,"[260, 457, 455, 453, 436, 434, 433, 63, 100, 102, 414, 413, 411, 409, 396, 398]",36,16,17,"[259, 260, 457, 455, 453, 436, 434, 433, 63, 100, 102, 414, 413, 411, 409, 396, 398]"
500-ws-10,ws_500_4_10_19,False,500,1000,False,False,2.038319863,35,14,15,"[114, 484, 120, 119, 366, 367, 253, 196, 198, 439, 437, 435, 433, 431, 429]",28,15,16,"[323, 321, 319, 318, 316, 250, 252, 253, 196, 198, 200, 249, 248, 409, 410, 412]"
